label,text,label_num,text_clean,text_length,word_count
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,0,u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor,104,20
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,1,claire here am havin borin time am now alone u wanna cum over nite chat now hope c u luv claire xx callsminmoremobsemspoboxpowa,153,26
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,bought one ringtone and now getting texts costing pound offering more tones etc,81,14
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd,144,25
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,0,kinda first one gets in at twelve aah speak tomo,51,10
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1,urgent your mobile no xxxxxxxxx won a bonus caller prize on this is the nd attempt to reach you call asap,152,25
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,0,ok good then i later come find ü c lucky i told ü to go earlier later pple take finish ü no more again,111,24
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0,wat makes u thk ill fall down but actually i thk im quite prone falls lucky my dad at home i ask him come n fetch me already,131,29
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,you are guaranteed the latests nokia phone a gb ipod mp player or a prize txt wordcollect to no tcllc nyusa pmt msgrcvd,158,25
ham,I wont touch you with out your permission.,0,i wont touch you with out your permission,42,8
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,1,hi its lucy hubby at meetins all day fri i will b alone at hotel u fancy cumin over pls leave msg day lucy x callsminmobsmorelkpoboxhpfl,160,28
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0,wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendship good morning dear,151,30
ham,Take some small dose tablet for fever,0,take some small dose tablet for fever,37,7
ham,Oh. U must have taken your REAL Valentine out shopping first.,0,oh u must have taken your real valentine out shopping first,61,11
ham,"Just sent you an email – to an address with incomm in it, is that right?",0,just sent you an email to an address with incomm in it is that right,72,16
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",0,will do you gonna be at blakes all night i might be able to get out of here a little early,93,21
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0,friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e,141,30
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0,nice waitshould you be texting right now im not gonna pay your ticket ya know,85,15
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,0,im watching lotr w my sis dis aft so u wan meet me dinner at nite a not,78,20
ham,Why you keeping me away like this,0,why you keeping me away like this,33,7
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,0,i think its far more than that but find out check google maps for a place from your dorm,90,19
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0,my trip was ok but quite tiring lor uni starts today but its ok me cos im not taking any modules but jus concentrating on my final yr project,147,30
ham,Have you always been saying welp?,0,have you always been saying welp,33,6
ham,"I'm a guy, browsin is compulsory",0,im a guy browsin is compulsory,32,6
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu,149,24
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",0,i should add that i dont really care and if you cant i can at least get this dude to fuck off but hey your money if you want it,132,30
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,hello lover how goes that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea,154,33
ham,I told your number to gautham..,0,i told your number to gautham,31,6
ham,Tell them no need to investigate about me anywhere.,0,tell them no need to investigate about me anywhere,51,9
ham,Ok i juz receive..,0,ok i juz receive,18,4
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0,cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later,172,34
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1,your account has been credited with free text messages to activate just txt the word credit to no tcs wwwbiz,130,22
ham,In the end she might still vomit but its okay. Not everything will come out.,0,in the end she might still vomit but its okay not everything will come out,76,15
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,0,how are you with moneyas in to youmoney aint a thinghow are you sha,78,14
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c,112,22
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,0,hey gals anyone of u going down to e driving centre tmr,58,12
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0,im always on yahoo messenger now just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it and will reply,158,34
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,0,im putting it on now it should be ready for lttimegt,60,11
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0,time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someones smile makes us to forget time gud noon,154,29
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1,sms ac jsco energy is high but u may not know where channel it day ur leadership skills r strong psychic reply ans wquestion end reply end jsco,154,28
ham,Host-based IDPS for linux systems.,0,hostbased idps for linux systems,34,5
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,hot live fantasies call now just p per min ntt ltd po box croydon cr wb is a national rate call,122,24
ham,Don no da:)whats you plan?,0,don no dawhats you plan,26,5
ham,Ill be there on  &lt;#&gt;  ok.,0,ill be there on ltgt ok,31,6
ham,Oh my God. I'm almost home,0,oh my god im almost home,26,6
ham,Total video converter free download type this in google search:),0,total video converter free download type this in google search,64,10
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now,121,24
ham,Sounds like something that someone testing me would sayy,0,sounds like something that someone testing me would sayy,56,9
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit,148,33
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0,peteis this your phone still its jenny from college and leannewhat are you up to now,90,16
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0,oops sorry just to check that you dont mind picking me up tomo at half eight from station would that be ok,110,22
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0,hey sweet i was wondering when you had a moment if you might come to me i want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc could you tell me how to do that or do you know some other way to download big files because they can download stuff directly from the internet any help would be great my prey teasing kiss,458,95
ham,Hows the champ just leaving glasgow!,0,hows the champ just leaving glasgow,36,6
ham,K:)all the best:)congrats...,0,kall the bestcongrats,28,3
ham,I wonder if you'll get this text?,0,i wonder if youll get this text,33,7
ham,I need to come home and give you some good lovin...,0,i need to come home and give you some good lovin,51,11
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1,our brand new mobile music service is now live the free music player will arrive shortly just install on your phone to browse content from the top artists,157,28
ham,Shall i ask one thing if you dont mistake me.,0,shall i ask one thing if you dont mistake me,45,10
ham,Check wid corect speling i.e. Sarcasm,0,check wid corect speling ie sarcasm,37,6
spam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",1,urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu bt national rate,158,27
ham,Are you angry with me. What happen dear,0,are you angry with me what happen dear,39,8
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,0,i thk u dun haf hint in e forum already lor cos i told ron n darren is going tell shuhui,96,23
ham,Yup ok thanx...,0,yup ok thanx,15,3
ham,Hi:)cts employee how are you?,0,hicts employee how are you,29,5
ham,Pls pls find out from aunt nike.,0,pls pls find out from aunt nike,32,7
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0,wow i love you sooo much you know i can barely stand it i wonder how your day goes and if you are well my love i think of you and miss you,152,37
ham,No screaming means shouting..,0,no screaming means shouting,29,4
ham,Hey what happen de. Are you alright.,0,hey what happen de are you alright,36,7
ham,Should I have picked up a receipt or something earlier,0,should i have picked up a receipt or something earlier,54,10
ham,I think chennai well settled?,0,i think chennai well settled,29,5
ham,Oh dang! I didn't mean o send that to you! Lol!,0,oh dang i didnt mean o send that to you lol,47,11
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0,unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all we should try to go out one of th,172,36
ham,Horrible bf... I now v hungry...,0,horrible bf i now v hungry,32,6
ham,Remember on that day..,0,remember on that day,22,4
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl,150,28
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0,hows it feel mr your not my real valentine just my yo valentine even tho u hardly play,91,18
ham,All sounds good. Fingers . Makes it difficult to type,0,all sounds good fingers makes it difficult to type,53,10
ham,Midnight at the earliest,0,midnight at the earliest,24,4
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0,youre not sure that im not trying to make xavier smoke because i dont want to smoke after being told i smoke too much,121,24
ham,K come to nordstrom when you're done,0,k come to nordstrom when youre done,36,7
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams,212,39
ham,Now press conference da:),0,now press conference da,25,4
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1,hello from orange for months free access to games news and sport plus free texts and photo messages reply yes terms apply wwworangecoukow,156,26
ham,After completed degree. There is no use in joining finance.,0,after completed degree there is no use in joining finance,59,10
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",0,good afternoon my love any job prospects are you missing me what do you do are you being lazy and bleak hmmm or happy and filled with my love,155,35
ham,Shant disturb u anymore... Jia you...,0,shant disturb u anymore jia you,37,6
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0,bishan lar nearer no need buy so early cos if buy now i gotta park my car,79,17
ham,"Me, i dont know again oh",0,me i dont know again oh,24,6
ham,Dude sux for snake. He got old and raiden got buff,0,dude sux for snake he got old and raiden got buff,50,11
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),0,he says hi and to get your ass back to south tampa preferably at a kegger,75,16
ham,In e msg jus now. U said thanks for gift.,0,in e msg jus now u said thanks for gift,41,10
ham,U too...,0,u too,8,2
ham,Ok how you dear. Did you call chechi,0,ok how you dear did you call chechi,36,8
ham,Yeah we do totes. When u wanna?,0,yeah we do totes when u wanna,31,7
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,0,ok i found dis pierre cardin one which looks normal costs its on sale,73,15
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),0,good sleep is about rhythm the person has to establish a rhythm that the body will learn and use if you want to know more,127,26
ham,Wat r u doing?,0,wat r u doing,14,4
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0,message from i am at truro hospital on ext you can phone me here as i have a phone by my side,97,23
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0,single line with a big meaning miss anything ur best life but dont miss ur best life for anything gud nyt,123,22
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0,just got some gas money any chance you and the gang want to go on a grand nature adventure,92,19
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,0,dnt worryuse ice pieces in a cloth packalso take tablets,63,11
ham,Dude just saw a parked car with its sunroof popped up. Sux,0,dude just saw a parked car with its sunroof popped up sux,58,12
ham,Get ready to put on your excellent sub face :),0,get ready to put on your excellent sub face,46,10
ham,Tmrw. Im finishing 9 doors,0,tmrw im finishing doors,26,5
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0,the ltgt g that i saw a few days ago the guy wants sell wifi only for ltgt and with g for ltgt thats why i blanked him,143,29
ham,I am late. I will be there at,0,i am late i will be there at,29,8
ham,"whatever, im pretty pissed off.",0,whatever im pretty pissed off,31,5
ham,I dont have that much image in class.,0,i dont have that much image in class,37,8
ham,No:-)i got rumour that you going to buy apartment in chennai:-),0,noi got rumour that you going to buy apartment in chennai,63,11
ham,Near kalainar tv office.thenampet,0,near kalainar tv officethenampet,33,4
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,1,ur cashbalance is currently pounds to maximize ur cashin now send go to only pmsg cc hgsuitelands rowwjhl,145,22
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1,sms auction a brand new nokia is up auction today auction is free join take part txt nokia to now hgsuitelands rowwjhl,149,28
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,0,my sis is catching e show in e afternoon so im not watching w her so c u wan watch today or tmr lor,104,25
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0,sounds gd haha can wah u yan jiu so fast liao,58,11
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0,no to be nosy i guess idk am i over reacting if im freaked,62,14
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0,remember all those whom i hurt during days of satanic imposter in meneed to pay a priceso be itmay destiny keep me going and as u said pray that i get the mind to get over the same,184,38
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,0,how to make a girl happy its not at all difficult to make girls happy u only need to be a friend companion lover chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt very clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam,611,103
ham,"Why is that, princess? I bet the brothas are all chasing you!",0,why is that princess i bet the brothas are all chasing you,61,12
ham,"I shall book chez jules for half eight, if that's ok with you?",0,i shall book chez jules for half eight if thats ok with you,62,13
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,0,hhahhaahahah rofl wtf nig was leonardo in your room or something,64,11
ham,"Yep, at derek's house now, see you Sunday &lt;3",0,yep at dereks house now see you sunday lt,47,9
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",0,its cool let me know before it kicks off around ltgt ill be out and about all day,92,19
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,0,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that ltgt dollars is years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that,338,69
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,0,there are no other charges after transfer charges and you can withdraw anyhow you like,86,15
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl,159,32
ham,At 4. Let's go to bill millers,0,at lets go to bill millers,30,7
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,0,i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo,105,25
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",0,somewhr someone is surely made u and god has decided a perfect time to make u meet dat person till den enjoy ur crushes,148,33
ham,That's my honeymoon outfit. :),0,thats my honeymoon outfit,30,5
ham,Will it help if we propose going back again tomorrow,0,will it help if we propose going back again tomorrow,52,10
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,1,private your account statement for shows unredeemed s i m points call identifier code expires,136,20
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning,152,28
ham,Pls confirm the time to collect the cheque.,0,pls confirm the time to collect the cheque,43,8
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,1,as a registered subscriber yr draw a gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to,145,29
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1,urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only ppm,143,23
ham,Daddy will take good care of you :),0,daddy will take good care of you,35,8
ham,"Yeah probably, I still gotta check out with leo",0,yeah probably i still gotta check out with leo,47,9
ham,K.then any other special?,0,kthen any other special,25,4
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,0,carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass,127,27
ham,Ok pa. Nothing problem:-),0,ok pa nothing problem,25,4
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,0,have you heard about that job im going to that wildlife talk again tonight if u wantcome its thatworzels and a wizzle or whatever it is,143,26
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",0,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is u,128,19
ham,When you came to hostel.,0,when you came to hostel,24,5
ham,Ok no prob... I'll come after lunch then...,0,ok no prob ill come after lunch then,43,8
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,0,jus telling u dat ill b leaving shanghai on st instead so well haf more time meet up cya,99,21
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0,are your freezing are you home yet will you remember to kiss your mom in the morning do you love me do you think of me are you missing me yet,152,36
ham,You all ready for * big day tomorrow?,0,you all ready for big day tomorrow,37,8
ham,I'll probably be around mu a lot,0,ill probably be around mu a lot,32,7
ham,645,0,,3,1
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1,rtking pro video club need help inforingtonekingcouk or call you must be club credits redeemable at wwwringtonekingcouk enjoy,153,20
ham,Thnx dude. u guys out 2nite?,0,thnx dude u guys out nite,28,6
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,0,me sef dey laugh you meanwhile hows my darling anjie,55,10
ham,Mm i had my food da from out,0,mm i had my food da from out,28,8
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0,k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas,121,25
ham,Did u download the fring app?,0,did u download the fring app,29,6
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,0,the oz guy is being kinda flaky but one friend is interested in picking up ltgt worth tonight if possible,115,22
ham,Friends that u can stay on fb chat with,0,friends that u can stay on fb chat with,39,9
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0,fuck babe i miss you sooooo much i wish you were here to sleep with me my bed is so lonely i go now to sleep to dream of you my love,154,37
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",0,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte,148,24
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,132,24
ham,"Ah, well that confuses things, doesn‘t it?",0,ah well that confuses things doesnt it,42,7
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,1,free text msgs just text ok to and well credit your account,71,14
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply,156,32
ham,Dear how you. Are you ok?,0,dear how you are you ok,25,6
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",1,you have been selected to stay in of top british hotels for nothing holiday worth to claim call london bx swss,146,27
ham,Yes princess! I want to make you happy...,0,yes princess i want to make you happy,41,8
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,0,sounds like you have many talents would you like to go on a dinner date next week,83,17
ham,I am going to film 2day da. At 6pm. Sorry da.,0,i am going to film day da at pm sorry da,45,11
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0,we not watching movie already xy wants shop so im shopping w her now,73,15
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,0,hello my little party animal i just thought id buzz you as you were with your friends grins reminding you were loved and send a naughty adoring kiss,158,28
ham,Yesterday its with me only . Now am going home.,0,yesterday its with me only now am going home,47,10
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1,eerie nokia tones u rply tone title to eg tone dracula to titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk poboxwwq p,161,23
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0,you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face making me feel loved and cared for,159,32
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0,no shit but i wasnt that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didnt let him fuck me,165,36
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",1,anetworks allow companies to bill for sms so they are responsible for their suppliers just as a shop has to give a guarantee on what they sell b g,155,29
ham,Great comedy..cant stop laughing da:),0,great comedycant stop laughing da,37,5
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1,freemsgfeelin kinda lnly hope u like keep me company jst got a cam moby wanna c my pictxt or reply date to msgp rcv hlp stop to,160,31
ham,"Alright, we're all set here, text the man",0,alright were all set here text the man,41,8
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0,hi where are you were at and theyre not keen to go out i kind of am but feel i shouldnt so can we go out tomo dont mind do you,136,32
ham,Sleeping nt feeling well,0,sleeping nt feeling well,24,4
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,0,u will switch your fone on dammit,35,7
ham,India have to take lead:),0,india have to take lead,25,5
ham,I.ll post her out l8r. In class,0,ill post her out lr in class,31,7
ham,Thts wat Wright Brother did to fly..,0,thts wat wright brother did to fly,36,7
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",0,evening v good if somewhat event laden will fill you in dont you worry head ok but throat wrecked see you at six then,130,28
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),0,if u laugh really loud if u talk spontaneously if u dont care what others feel u are probably with your dear amp best friends goodevening dear,156,27
ham,ITS A LAPTOP TAKE IT WITH YOU.,0,its a laptop take it with you,30,7
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room,118,27
